window_size,classifier,selector,best_parameters,source_file,mean_accuracy,std_accuracy,mean_precision_macro,std_precision_macro,mean_recall_macro,std_recall_macro,mean_f1_macro,std_f1_macro
5,Random Forest,Variance Threshold,"{'classifier__max_depth': None, 'classifier__n_estimators': 20, 'feature_selector__threshold': 0.001}",CLASSIFIED_bouldering_summary_5_(12_12_43)_in5_out3.tsv,0.46481481481481474,0.12042733694732674,0.4530339105339106,0.1734161891457477,0.44477513227513227,0.12409185872809027,0.42452133941814024,0.13004643875310776
5,SVM,Variance Threshold,"{'classifier__C': 0.1, 'classifier__kernel': 'linear', 'feature_selector__threshold': 0.1}",CLASSIFIED_bouldering_summary_5_(12_12_43)_in5_out3.tsv,0.6222222222222223,0.10961961916258328,0.6333020683020683,0.1290697897745533,0.6191137566137567,0.11860420433960188,0.6017028069969246,0.1212505499470857
10,Decision Tree,ANOVA,"{'classifier__max_depth': 10, 'feature_selector__k': 10}",CLASSIFIED_bouldering_summary_10_(12_12_15)_in5_out3.tsv,0.47962962962962963,0.12379736972857977,0.47664295580962246,0.1480163169432552,0.467989417989418,0.12727906115159462,0.4529155494583772,0.1291748618864327
10,KNN,ANOVA,"{'classifier__n_neighbors': 1, 'classifier__weights': 'uniform', 'feature_selector__k': 25}",CLASSIFIED_bouldering_summary_10_(12_12_15)_in5_out3.tsv,0.48888888888888893,0.10867704260089785,0.4847274330607664,0.13094705994883724,0.4774470899470898,0.1153680507550449,0.4645317252979792,0.11562192557822872
10,Logistic Regression,ANOVA,"{'classifier__C': 10, 'feature_selector__k': 25}",CLASSIFIED_bouldering_summary_10_(12_12_15)_in5_out3.tsv,0.4851851851851851,0.09507776039254398,0.46729551312884643,0.15386781697960697,0.4501984126984127,0.09815494439454128,0.43503321200070416,0.1122696138888008
10,Random Forest,ANOVA,"{'classifier__max_depth': 5, 'classifier__n_estimators': 20, 'feature_selector__k': 10}",CLASSIFIED_bouldering_summary_10_(12_12_15)_in5_out3.tsv,0.4425925925925926,0.10969780162681396,0.4248899865566532,0.13653472459382177,0.4255952380952381,0.11800107675452094,0.4074264522123139,0.12137425277266786
10,SVM,ANOVA,"{'classifier__C': 1, 'classifier__kernel': 'linear', 'feature_selector__k': 25}",CLASSIFIED_bouldering_summary_10_(12_12_15)_in5_out3.tsv,0.4907407407407407,0.0919421599059734,0.46787197370530703,0.1268918689035196,0.46600529100529103,0.10500354594014395,0.4489922860459495,0.10581275301958398
10,Decision Tree,PCA,"{'classifier__max_depth': 5, 'feature_selector__n_components': 25}",CLASSIFIED_bouldering_summary_10_(12_12_15)_in5_out3.tsv,0.38703703703703707,0.10490377065384109,0.38015311848645184,0.14464659421003748,0.3627645502645503,0.09751209800050344,0.3488099572903495,0.10487212913162286
10,KNN,PCA,"{'classifier__n_neighbors': 10, 'classifier__weights': 'distance', 'feature_selector__n_components': 10}",CLASSIFIED_bouldering_summary_10_(12_12_15)_in5_out3.tsv,0.3814814814814815,0.09700593224969478,0.3196056721056721,0.12557069684515942,0.34206349206349207,0.09692292772024297,0.3209661543020676,0.10364520855634922
10,Logistic Regression,PCA,"{'classifier__C': 0.01, 'feature_selector__n_components': 25}",CLASSIFIED_bouldering_summary_10_(12_12_15)_in5_out3.tsv,0.4055555555555556,0.09089178660598538,0.2840418840418841,0.12222532867802062,0.346957671957672,0.0849378371869512,0.3010770226219143,0.09387383699358652
10,Random Forest,PCA,"{'classifier__max_depth': 20, 'classifier__n_estimators': 50, 'feature_selector__n_components': 25}",CLASSIFIED_bouldering_summary_10_(12_12_15)_in5_out3.tsv,0.4055555555555556,0.09531192024042792,0.36130616297282975,0.13580343581903756,0.36514550264550266,0.09252853509807775,0.34241265833887097,0.09293041665637015
10,SVM,PCA,"{'classifier__C': 0.1, 'classifier__kernel': 'linear', 'feature_selector__n_components': 25}",CLASSIFIED_bouldering_summary_10_(12_12_15)_in5_out3.tsv,0.36296296296296304,0.09377028815683083,0.26723674473674475,0.0932896940788253,0.31322751322751324,0.08120023353506986,0.27689545163328094,0.08549916223916276
10,Decision Tree,Variance Threshold,"{'classifier__max_depth': 10, 'feature_selector__threshold': 0.01}",CLASSIFIED_bouldering_summary_10_(12_12_15)_in5_out3.tsv,0.4388888888888889,0.1340643540573205,0.4232453657453657,0.16327188972971834,0.4257936507936508,0.1486123914723633,0.4076887377042176,0.14081501453366427
10,KNN,Variance Threshold,"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance', 'feature_selector__threshold': 0.001}",CLASSIFIED_bouldering_summary_10_(12_12_15)_in5_out3.tsv,0.588888888888889,0.0753592220347252,0.6099450857784191,0.08247851208425569,0.64484126984127,0.07643396938197708,0.5951292335115866,0.07740731352585448
10,Logistic Regression,Variance Threshold,"{'classifier__C': 10, 'feature_selector__threshold': 0.05}",CLASSIFIED_bouldering_summary_10_(12_12_15)_in5_out3.tsv,0.5314814814814814,0.10110839773865703,0.5420408603741936,0.1514787057725191,0.5193121693121694,0.11561512457666684,0.5105917370287856,0.12768721425616478
10,Random Forest,Variance Threshold,"{'classifier__max_depth': 10, 'classifier__n_estimators': 10, 'feature_selector__threshold': 0.001}",CLASSIFIED_bouldering_summary_10_(12_12_15)_in5_out3.tsv,0.4740740740740741,0.11361379000131828,0.4656039947706614,0.1630883726695281,0.4558862433862434,0.12782838079687864,0.4354145112426846,0.13280644091607827
